children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose,age_range,debt_name,children_range,income_range,purpose_classified,creditworthy
0,30.0,28,secondary education,1,civil partnership,1,M,civil servant,1,73333.8998450296,wedding ceremony,20-30,deudor,sin hijos,27000+,wedding,1
0,56.0,29,secondary education,1,married,0,F,partner,1,146957.99330792937,housing,20-30,deudor,sin hijos,27000+,real estate,1
0,63.0,23,bachelor degree,2,unmarried,4,M,partner,1,229291.5160701705,housing transactions,20-30,deudor,sin hijos,27000+,real estate,1
0,100.0,38,secondary education,1,married,0,F,employee,1,106928.449057098,car purchase,30-40,deudor,sin hijos,27000+,car,1
0,104.0,48,secondary education,1,married,0,M,employee,1,282395.9607242403,supplementary education,40-50,deudor,sin hijos,27000+,education,1
0,17.0,48,secondary education,1,married,0,F,partner,1,123318.02822566418,education,40-50,deudor,sin hijos,27000+,education,1
0,15227.0,58,secondary education,1,married,0,M,retiree,1,106610.08520111546,construction of own property,50-60,deudor,sin hijos,27000+,real estate,1
0,14315.0,58,secondary education,1,widow / widower,2,F,retiree,1,97713.21473593071,profile education,50-60,deudor,sin hijos,27000+,education,1
0,4.0,50,secondary education,1,civil partnership,1,M,partner,1,241915.3737306137,wedding ceremony,50-60,deudor,sin hijos,27000+,wedding,1
1,95.0,45,secondary education,1,civil partnership,1,F,employee,1,113166.85415106974,wedding ceremony,40-50,deudor,con hijos,27000+,wedding,1
2,6.0,30,secondary education,1,married,0,F,employee,1,187332.58257888295,housing transactions,30-40,deudor,con hijos,27000+,real estate,1
0,76.0,27,masters degree,0,married,0,F,employee,1,557976.6154615675,purchase of my own house,20-30,deudor,sin hijos,27000+,real estate,1
0,15324.0,64,secondary education,1,married,0,F,retiree,1,252016.16570460977,housing transactions,60+,deudor,sin hijos,27000+,real estate,1
0,7.0,52,secondary education,1,unmarried,4,M,employee,1,113472.4674481218,property renovation,50-60,deudor,sin hijos,27000+,real estate,1
0,14894.0,66,secondary education,1,divorced,3,F,retiree,1,120096.50739076128,property renovation,60+,deudor,sin hijos,27000+,real estate,1
0,190.0,47,secondary education,1,divorced,3,F,employee,1,260283.19764226928,going to university,40-50,deudor,sin hijos,27000+,education,1
0,136.0,48,secondary education,1,married,0,F,civil servant,1,266925.82169757603,real estate transactions,40-50,deudor,sin hijos,27000+,real estate,1
0,20.0,50,secondary education,1,divorced,3,M,employee,1,212731.68747890877,car,50-60,deudor,sin hijos,27000+,car,1
0,8.0,44,secondary education,1,married,0,F,employee,1,122795.3538758264,car,40-50,deudor,sin hijos,27000+,car,1
0,37.0,25,secondary education,1,unmarried,4,M,employee,1,136976.8042136901,building a real estate,20-30,deudor,sin hijos,27000+,real estate,1
0,26.0,48,secondary education,1,married,0,F,employee,1,77721.59122321111,construction of own property,40-50,deudor,sin hijos,27000+,real estate,1
1,144.0,31,secondary education,1,unmarried,4,F,employee,1,123817.53892786006,profile education,30-40,deudor,con hijos,27000+,education,1
2,20.0,30,secondary education,1,civil partnership,1,M,employee,1,102648.04103880364,having a wedding,30-40,deudor,con hijos,27000+,wedding,1
0,18.0,40,secondary education,1,divorced,3,F,employee,1,150914.561069038,second-hand car purchase,40-50,deudor,sin hijos,27000+,car,1
0,53.0,34,secondary education,1,unmarried,4,M,employee,1,213056.5991670969,buying my own car,30-40,deudor,sin hijos,27000+,car,1
1,138.0,33,secondary education,1,married,0,M,employee,1,74473.14715399846,housing,30-40,deudor,con hijos,27000+,real estate,1
0,16485.0,50,secondary education,1,divorced,3,F,retiree,1,77027.19955602342,car,50-60,deudor,sin hijos,27000+,car,1
0,47.0,29,masters degree,0,civil partnership,1,M,partner,1,290765.3511456996,wedding ceremony,20-30,deudor,sin hijos,27000+,wedding,1
0,57.0,37,secondary education,1,married,0,M,employee,1,113609.51026869372,to get asupplementary education,30-40,deudor,sin hijos,27000+,education,1
0,46.0,56,masters degree,0,civil partnership,1,M,employee,1,171433.89264787865,university education,50-60,deudor,sin hijos,27000+,education,1
0,39.0,54,secondary education,1,widow / widower,2,M,employee,1,159265.52498838515,cars,50-60,deudor,sin hijos,27000+,car,1
0,61.0,42,secondary education,1,divorced,3,F,employee,1,151750.09485077715,real estate transactions,40-50,deudor,sin hijos,27000+,real estate,1
0,15573.0,51,masters degree,0,married,0,F,retiree,1,490154.6515610793,buy real estate,50-60,deudor,sin hijos,27000+,real estate,1
1,8.0,31,secondary education,1,unmarried,4,F,employee,1,121830.11555665125,to own a car,30-40,deudor,con hijos,27000+,car,1
2,124.0,33,secondary education,1,married,0,F,employee,1,146768.23035767555,car,30-40,deudor,con hijos,27000+,car,1
1,15.0,40,masters degree,0,married,0,F,employee,1,151395.3648654257,purchase of the house,40-50,deudor,con hijos,27000+,real estate,1
0,167.0,60,secondary education,1,widow / widower,2,M,employee,1,257949.31669972872,buying my own car,60+,deudor,sin hijos,27000+,car,1
1,11.0,50,secondary education,1,married,0,F,employee,1,89669.13740322136,to buy a car,50-60,deudor,con hijos,27000+,car,1
0,190.0,49,secondary education,1,married,0,F,employee,1,185214.6543684213,getting higher education,40-50,deudor,sin hijos,27000+,education,1
0,58.0,56,secondary education,1,married,0,F,partner,1,109798.78420913324,buying property for renting out,50-60,deudor,sin hijos,27000+,real estate,1
0,6.0,29,masters degree,0,married,0,F,civil servant,1,275670.3112282611,university education,20-30,deudor,sin hijos,27000+,education,1
1,138.0,34,secondary education,1,widow / widower,2,F,partner,1,142239.16773084918,education,30-40,deudor,con hijos,27000+,education,1
0,154.0,53,secondary education,1,divorced,3,F,employee,1,276281.84180362057,profile education,50-60,deudor,sin hijos,27000+,education,1
0,17.0,25,secondary education,1,unmarried,4,M,employee,1,80039.4099362175,real estate transactions,20-30,deudor,sin hijos,27000+,real estate,1
1,28.0,29,secondary education,1,married,0,M,employee,1,142495.36449839608,cars,20-30,deudor,con hijos,27000+,car,1
0,75.0,35,masters degree,0,married,0,F,partner,1,198681.157140242,purchase of the house for my family,30-40,deudor,sin hijos,27000+,real estate,1
0,16041.0,43,secondary education,1,unmarried,4,M,retiree,1,95013.28246694025,going to university,40-50,deudor,sin hijos,27000+,education,1
0,15575.0,61,secondary education,1,married,0,F,retiree,1,53807.78826680269,buying a second-hand car,60+,deudor,sin hijos,27000+,car,1
0,17.0,22,secondary education,1,unmarried,4,M,employee,1,397168.8164830667,to own a car,20-30,deudor,sin hijos,27000+,car,1
0,116.0,47,masters degree,0,married,0,F,partner,1,165433.98110093808,transactions with my real estate,40-50,deudor,sin hijos,27000+,real estate,1
0,114.0,30,secondary education,1,civil partnership,1,M,civil servant,1,108705.13217409766,to become educated,30-40,deudor,sin hijos,27000+,education,1
1,108.0,32,secondary education,1,married,0,M,partner,1,88513.49286125439,to buy a car,30-40,deudor,con hijos,27000+,car,1
0,66.0,34,secondary education,1,civil partnership,1,F,employee,1,314576.3334386903,to become educated,30-40,deudor,sin hijos,27000+,education,1
0,16276.0,61,secondary education,1,unmarried,4,F,retiree,1,56532.38610737208,to become educated,60+,deudor,sin hijos,27000+,education,1
0,94.0,25,secondary education,1,married,0,F,partner,1,143648.71677647447,buy real estate,20-30,deudor,sin hijos,27000+,real estate,1
0,18.0,57,secondary education,1,married,0,M,employee,1,189847.0580852365,transactions with my real estate,50-60,deudor,sin hijos,27000+,real estate,1
1,89.0,24,secondary education,1,civil partnership,1,F,employee,1,67745.1806777873,having a wedding,20-30,deudor,con hijos,27000+,wedding,1
1,98.0,27,secondary education,1,married,0,M,employee,1,206076.3451976654,building a real estate,20-30,deudor,con hijos,27000+,real estate,1
1,76.0,25,secondary education,1,married,0,F,partner,1,91838.93910221149,transactions with my real estate,20-30,deudor,con hijos,27000+,real estate,1
0,175.0,40,secondary education,1,civil partnership,1,F,employee,1,197017.0301571753,car,40-50,deudor,sin hijos,27000+,car,1
0,14436.0,56,primary education,3,married,0,F,retiree,1,114042.034520178,to get asupplementary education,50-60,deudor,sin hijos,27000+,education,1
0,14555.0,68,masters degree,0,married,0,M,retiree,1,169464.93805587725,buy real estate,60+,deudor,sin hijos,27000+,real estate,1
0,151.0,48,secondary education,1,unmarried,4,M,employee,1,214785.65401414863,getting higher education,40-50,deudor,sin hijos,27000+,education,1
2,151.0,42,bachelor degree,2,married,0,F,employee,1,99707.54041094203,building a property,40-50,deudor,con hijos,27000+,real estate,1
0,14317.0,59,secondary education,1,civil partnership,1,F,retiree,1,93644.85983844665,property renovation,50-60,deudor,sin hijos,27000+,real estate,1
1,93.0,40,secondary education,1,married,0,M,partner,1,67952.78600322266,building a property,40-50,deudor,con hijos,27000+,real estate,1
1,12.0,35,secondary education,1,married,0,F,partner,1,121635.36883728106,university education,30-40,deudor,con hijos,27000+,education,1
1,30.0,47,secondary education,1,married,0,M,employee,1,218945.43811425625,building a real estate,40-50,deudor,con hijos,27000+,real estate,1
0,101.0,28,masters degree,0,divorced,3,F,employee,1,336924.69824851275,property renovation,20-30,deudor,sin hijos,27000+,real estate,1
1,188.0,45,secondary education,1,married,0,M,employee,1,218742.6410428372,real estate transactions,40-50,deudor,con hijos,27000+,real estate,1
0,40.0,29,bachelor degree,2,married,0,M,employee,1,822426.0173238589,getting an education,20-30,deudor,sin hijos,27000+,education,1
0,34.0,37,secondary education,1,divorced,3,M,employee,1,162000.32573475214,purchase of a car,30-40,deudor,sin hijos,27000+,car,1
0,23.0,55,secondary education,1,unmarried,4,F,employee,1,106318.7787739808,buy commercial real estate,50-60,deudor,sin hijos,27000+,real estate,1
0,7.0,25,secondary education,1,unmarried,4,F,employee,1,166340.36030696228,purchase of the house for my family,20-30,deudor,sin hijos,27000+,real estate,1
0,14690.0,70,masters degree,0,widow / widower,2,M,retiree,1,101279.45894809948,purchase of my own house,60+,deudor,sin hijos,27000+,real estate,1
0,26.0,43,secondary education,1,unmarried,4,M,employee,1,92312.51070806965,to get asupplementary education,40-50,deudor,sin hijos,27000+,education,1
0,32.0,26,secondary education,1,unmarried,4,M,employee,1,135238.84501214413,buying property for renting out,20-30,deudor,sin hijos,27000+,real estate,1
0,110.0,39,masters degree,0,unmarried,4,F,employee,1,277246.5295093036,supplementary education,30-40,deudor,sin hijos,27000+,education,1
1,66.0,41,secondary education,1,married,0,F,partner,1,115195.92428865266,buying property for renting out,40-50,deudor,con hijos,27000+,real estate,1
0,14002.0,63,secondary education,1,unmarried,4,F,retiree,1,39807.468222184834,purchase of a car,60+,deudor,sin hijos,27000+,car,1
1,125.0,29,masters degree,0,married,0,F,employee,1,65684.84031217317,purchase of my own house,20-30,deudor,con hijos,27000+,real estate,1
0,100.0,48,secondary education,1,unmarried,4,F,partner,1,142949.19323138506,buy commercial real estate,40-50,deudor,sin hijos,27000+,real estate,1
0,43.0,29,masters degree,0,unmarried,4,M,employee,1,167869.46720263225,getting an education,20-30,deudor,sin hijos,27000+,education,1
0,15890.0,64,secondary education,1,widow / widower,2,F,retiree,1,180608.110744198,buy commercial real estate,60+,deudor,sin hijos,27000+,real estate,1
1,34.0,26,secondary education,1,unmarried,4,M,employee,1,122995.56033636586,construction of own property,20-30,deudor,con hijos,27000+,real estate,1
0,74.0,24,secondary education,1,unmarried,4,M,employee,1,147013.14260019848,buy commercial real estate,20-30,deudor,sin hijos,27000+,real estate,1
0,54.0,46,secondary education,1,married,0,M,civil servant,1,148978.8000290125,housing,40-50,deudor,sin hijos,27000+,real estate,1
0,14958.0,55,secondary education,1,married,0,F,retiree,1,148929.88906702993,to get asupplementary education,50-60,deudor,sin hijos,27000+,education,1
0,35.0,28,secondary education,1,unmarried,4,M,employee,1,106568.58413713957,university education,20-30,deudor,sin hijos,27000+,education,1
1,10.0,41,primary education,3,civil partnership,1,F,employee,1,228523.78919532488,purchase of a car,40-50,deudor,con hijos,27000+,car,1
0,171.0,53,secondary education,1,unmarried,4,F,partner,1,154935.73832231268,getting an education,50-60,deudor,sin hijos,27000+,education,1
2,53.0,27,secondary education,1,married,0,F,employee,1,122238.85631616673,housing transactions,20-30,deudor,con hijos,27000+,real estate,1
0,5.0,39,secondary education,1,married,0,F,employee,1,168410.82233680322,property,30-40,deudor,sin hijos,27000+,real estate,1
0,10.0,36,secondary education,1,unmarried,4,M,partner,1,141074.84020186882,supplementary education,30-40,deudor,sin hijos,27000+,education,1
0,96.0,49,secondary education,1,married,0,F,employee,1,325337.6898107918,to buy a car,40-50,deudor,sin hijos,27000+,car,1
1,34.0,31,primary education,3,civil partnership,1,M,employee,1,93335.93692771815,wedding ceremony,30-40,deudor,con hijos,27000+,wedding,1
1,95.0,36,secondary education,1,unmarried,4,F,partner,1,157504.37183537055,purchase of a car,30-40,deudor,con hijos,27000+,car,1
0,52.0,31,secondary education,1,civil partnership,1,F,partner,1,115881.263462815,going to university,30-40,deudor,sin hijos,27000+,education,1
0,80.0,48,secondary education,1,married,0,F,employee,1,83531.96280691976,to get asupplementary education,40-50,deudor,sin hijos,27000+,education,1
0,22.0,23,secondary education,1,unmarried,4,M,employee,1,171971.31718616316,purchase of a car,20-30,deudor,sin hijos,27000+,car,1
0,197.0,38,secondary education,1,civil partnership,1,F,employee,1,179521.2811582758,having a wedding,30-40,deudor,sin hijos,27000+,wedding,1
2,222.0,38,secondary education,1,unmarried,4,M,employee,1,148891.5378255681,car purchase,30-40,deudor,con hijos,27000+,car,1
1,56.0,30,secondary education,1,civil partnership,1,F,employee,1,130610.09556880732,buying property for renting out,30-40,deudor,con hijos,27000+,real estate,1
3,16.0,31,secondary education,1,married,0,F,employee,1,122103.6179537358,purchase of the house,30-40,deudor,con hijos,27000+,real estate,1
1,14.0,28,secondary education,1,unmarried,4,M,employee,1,156338.88028304483,purchase of my own house,20-30,deudor,con hijos,27000+,real estate,1
1,155.0,46,masters degree,0,married,0,F,employee,1,185026.25663147605,car purchase,40-50,deudor,con hijos,27000+,car,1
1,95.0,39,secondary education,1,married,0,F,partner,1,331427.43910932174,car,30-40,deudor,con hijos,27000+,car,1
0,80.0,37,secondary education,1,married,0,M,employee,1,73448.39847541573,building a property,30-40,deudor,sin hijos,27000+,real estate,1
0,14700.0,58,secondary education,1,married,0,F,retiree,1,95171.29448049882,to become educated,50-60,deudor,sin hijos,27000+,education,1
1,40.0,38,secondary education,1,unmarried,4,M,employee,1,88361.88463056402,buy real estate,30-40,deudor,con hijos,27000+,real estate,1
1,89.0,32,secondary education,1,civil partnership,1,F,employee,1,142980.58855433474,wedding ceremony,30-40,deudor,con hijos,27000+,wedding,1
0,153.0,30,secondary education,1,married,0,F,civil servant,1,141331.0510653712,going to university,30-40,deudor,sin hijos,27000+,education,1
0,100.0,28,secondary education,1,married,0,F,employee,1,63563.12815169715,purchase of the house,20-30,deudor,sin hijos,27000+,real estate,1
2,152.0,38,secondary education,1,married,0,F,employee,1,112144.88402717012,property,30-40,deudor,con hijos,27000+,real estate,1
1,41.0,33,secondary education,1,civil partnership,1,F,partner,1,156076.09840256968,wedding ceremony,30-40,deudor,con hijos,27000+,wedding,1
2,65.0,33,secondary education,1,unmarried,4,F,employee,1,129126.1061094267,supplementary education,30-40,deudor,con hijos,27000+,education,1
1,5.0,26,secondary education,1,unmarried,4,F,partner,1,138623.5956314271,to own a car,20-30,deudor,con hijos,27000+,car,1
0,24.0,27,bachelor degree,2,married,0,F,employee,1,110299.46319928038,housing,20-30,deudor,sin hijos,27000+,real estate,1
1,23.0,44,secondary education,1,divorced,3,M,employee,1,205632.4400217512,second-hand car purchase,40-50,deudor,con hijos,27000+,car,1
0,14786.0,58,secondary education,1,unmarried,4,F,retiree,1,144468.021472667,housing,50-60,deudor,sin hijos,27000+,real estate,1
0,15195.0,57,masters degree,0,married,0,F,retiree,1,68176.96227176781,buying property for renting out,50-60,deudor,sin hijos,27000+,real estate,1
0,82.0,51,secondary education,1,married,0,F,employee,1,81257.36880843875,transactions with the residential real estate,50-60,deudor,sin hijos,27000+,real estate,1
0,60.0,59,secondary education,1,civil partnership,1,F,employee,1,170508.39128469312,having a wedding,50-60,deudor,sin hijos,27000+,wedding,1
0,14608.0,63,secondary education,1,widow / widower,2,F,retiree,1,108843.98127629672,second-hand car purchase,60+,deudor,sin hijos,27000+,car,1
0,45.0,38,secondary education,1,civil partnership,1,M,employee,1,163856.10052877618,transactions with the residential real estate,30-40,deudor,sin hijos,27000+,real estate,1
1,27.0,40,secondary education,1,civil partnership,1,M,employee,1,196153.27018061245,university education,40-50,deudor,con hijos,27000+,education,1
1,20.0,29,secondary education,1,married,0,M,employee,1,159080.97896680393,real estate transactions,20-30,deudor,con hijos,27000+,real estate,1
1,20.0,36,primary education,3,married,0,M,employee,1,201662.17470306985,to buy a car,30-40,deudor,con hijos,27000+,car,1
1,19.0,28,bachelor degree,2,married,0,F,partner,1,104199.40562393473,housing,20-30,deudor,con hijos,27000+,real estate,1
0,32.0,50,secondary education,1,married,0,F,employee,1,168231.01528462945,supplementary education,50-60,deudor,sin hijos,27000+,education,1
0,65.0,27,secondary education,1,unmarried,4,M,employee,1,117049.2707725988,going to university,20-30,deudor,sin hijos,27000+,education,1
2,87.0,29,masters degree,0,married,0,F,employee,1,232919.16147114703,to get asupplementary education,20-30,deudor,con hijos,27000+,education,1
0,15869.0,60,secondary education,1,married,0,F,retiree,1,127215.07719417562,car purchase,60+,deudor,sin hijos,27000+,car,1
1,19.0,29,secondary education,1,unmarried,4,F,partner,1,149189.02180387516,to get asupplementary education,20-30,deudor,con hijos,27000+,education,1
1,78.0,30,masters degree,0,unmarried,4,F,partner,1,146008.59063241098,second-hand car purchase,30-40,deudor,con hijos,27000+,car,1
1,5.0,36,masters degree,0,married,0,F,employee,1,131862.41537085635,buy residential real estate,30-40,deudor,con hijos,27000+,real estate,1
1,83.0,43,bachelor degree,2,civil partnership,1,M,employee,1,115539.24085677024,housing transactions,40-50,deudor,con hijos,27000+,real estate,1
0,99.0,29,secondary education,1,married,0,F,civil servant,1,112699.94219581956,getting an education,20-30,deudor,sin hijos,27000+,education,1
0,5.0,31,bachelor degree,2,civil partnership,1,F,employee,1,233726.9437919455,having a wedding,30-40,deudor,sin hijos,27000+,wedding,1
1,13.0,31,secondary education,1,married,0,M,employee,1,173230.21040545288,getting higher education,30-40,deudor,con hijos,27000+,education,1
0,7.0,45,secondary education,1,unmarried,4,M,employee,1,286002.1135160885,profile education,40-50,deudor,sin hijos,27000+,education,1
0,16031.0,63,masters degree,0,married,0,F,retiree,1,132086.12271124782,second-hand car purchase,60+,deudor,sin hijos,27000+,car,1
2,117.0,32,secondary education,1,married,0,M,partner,1,258334.71018331853,purchase of the house,30-40,deudor,con hijos,27000+,real estate,1
1,17.0,50,secondary education,1,married,0,M,employee,1,105692.81773953103,buying my own car,50-60,deudor,con hijos,27000+,car,1
1,97.0,31,secondary education,1,married,0,F,partner,1,124367.81623619488,car purchase,30-40,deudor,con hijos,27000+,car,1
1,87.0,30,secondary education,1,married,0,M,partner,1,61646.751943468975,to own a car,30-40,deudor,con hijos,27000+,car,1
0,167.0,50,secondary education,1,married,0,F,partner,1,286746.2893384158,buy commercial real estate,50-60,deudor,sin hijos,27000+,real estate,1
1,53.0,25,secondary education,1,civil partnership,1,F,employee,1,97496.21171196325,getting an education,20-30,deudor,con hijos,27000+,education,1
1,26.0,22,secondary education,1,civil partnership,1,M,employee,1,124286.11552318292,real estate transactions,20-30,deudor,con hijos,27000+,real estate,1
2,101.0,36,secondary education,1,civil partnership,1,F,employee,1,156020.4227881984,going to university,30-40,deudor,con hijos,27000+,education,1
1,189.0,31,secondary education,1,married,0,F,civil servant,1,109956.14858552068,buying a second-hand car,30-40,deudor,con hijos,27000+,car,1
0,145.0,52,masters degree,0,married,0,F,employee,1,41810.379953692136,construction of own property,50-60,deudor,sin hijos,27000+,real estate,1
1,28.0,48,bachelor degree,2,widow / widower,2,F,employee,1,286566.6658576475,buying property for renting out,40-50,deudor,con hijos,27000+,real estate,1
2,21.0,30,secondary education,1,married,0,F,employee,1,164530.03903717152,housing,30-40,deudor,con hijos,27000+,real estate,1
1,66.0,50,secondary education,1,married,0,M,employee,1,163035.58942244932,housing transactions,50-60,deudor,con hijos,27000+,real estate,1
0,96.0,28,secondary education,1,unmarried,4,M,partner,1,151648.97301375028,building a real estate,20-30,deudor,sin hijos,27000+,real estate,1
0,28.0,24,masters degree,0,married,0,F,partner,1,82171.4050472402,cars,20-30,deudor,sin hijos,27000+,car,1
0,28.0,41,masters degree,0,civil partnership,1,F,partner,1,118169.17500911714,having a wedding,40-50,deudor,sin hijos,27000+,wedding,1
2,43.0,38,secondary education,1,civil partnership,1,F,partner,1,86876.14793475578,car purchase,30-40,deudor,con hijos,27000+,car,1
0,34.0,34,secondary education,1,married,0,M,employee,1,151405.1581325897,housing transactions,30-40,deudor,sin hijos,27000+,real estate,1
0,63.0,41,secondary education,1,civil partnership,1,M,employee,1,140316.3664030726,having a wedding,40-50,deudor,sin hijos,27000+,wedding,1
0,138.0,46,secondary education,1,civil partnership,1,F,employee,1,89160.89325933982,getting an education,40-50,deudor,sin hijos,27000+,education,1
0,5.0,31,masters degree,0,civil partnership,1,M,partner,1,179968.3188725266,buy real estate,30-40,deudor,sin hijos,27000+,real estate,1
0,43.0,40,secondary education,1,married,0,M,employee,1,90309.16624809848,education,40-50,deudor,sin hijos,27000+,education,1
1,52.0,36,secondary education,1,married,0,F,employee,1,94686.1275337061,to own a car,30-40,deudor,con hijos,27000+,car,1
0,63.0,33,secondary education,1,civil partnership,1,F,employee,1,112508.28225258208,property,30-40,deudor,sin hijos,27000+,real estate,1
0,43.0,28,bachelor degree,2,civil partnership,1,M,partner,1,146455.36841630426,having a wedding,20-30,deudor,sin hijos,27000+,wedding,1
1,83.0,29,masters degree,0,married,0,M,employee,1,72768.83750110856,purchase of my own house,20-30,deudor,con hijos,27000+,real estate,1
0,92.0,26,bachelor degree,2,unmarried,4,F,partner,1,248013.47161463,purchase of the house,20-30,deudor,sin hijos,27000+,real estate,1
2,43.0,27,secondary education,1,married,0,M,employee,1,130386.63219150284,real estate transactions,20-30,deudor,con hijos,27000+,real estate,1
1,54.0,61,secondary education,1,unmarried,4,F,partner,1,166109.2776099376,property renovation,60+,deudor,con hijos,27000+,real estate,1
0,90.0,37,secondary education,1,married,0,F,employee,1,121420.76913913852,transactions with the residential real estate,30-40,deudor,sin hijos,27000+,real estate,1
1,61.0,47,secondary education,1,civil partnership,1,M,employee,1,145846.57448418858,to have a wedding,40-50,deudor,con hijos,27000+,wedding,1
2,84.0,32,bachelor degree,2,married,0,M,employee,1,204334.0121968152,housing transactions,30-40,deudor,con hijos,27000+,real estate,1
0,60.0,25,secondary education,1,married,0,F,employee,1,72818.27028880568,car,20-30,deudor,sin hijos,27000+,car,1
0,270.0,53,secondary education,1,married,0,M,employee,1,189355.1171472884,to get asupplementary education,50-60,deudor,sin hijos,27000+,education,1
0,33.0,22,secondary education,1,unmarried,4,M,partner,1,185112.86708755125,buy real estate,20-30,deudor,sin hijos,27000+,real estate,1
0,26.0,46,masters degree,0,unmarried,4,F,partner,1,711866.2326381635,getting higher education,40-50,deudor,sin hijos,27000+,education,1
0,14977.0,55,secondary education,1,divorced,3,F,retiree,1,80045.21096556475,to own a car,50-60,deudor,sin hijos,27000+,car,1
0,14160.0,59,secondary education,1,married,0,M,retiree,1,179557.11618306857,education,50-60,deudor,sin hijos,27000+,education,1
0,16407.0,54,secondary education,1,married,0,F,retiree,1,126849.5439668126,to buy a car,50-60,deudor,sin hijos,27000+,car,1
0,22.0,29,masters degree,0,married,0,M,employee,1,238157.1151513269,car,20-30,deudor,sin hijos,27000+,car,1
0,259.0,34,secondary education,1,married,0,M,employee,1,194959.65718924569,purchase of a car,30-40,deudor,sin hijos,27000+,car,1
0,112.0,27,secondary education,1,civil partnership,1,F,employee,1,139426.08170839268,wedding ceremony,20-30,deudor,sin hijos,27000+,wedding,1
0,30.0,27,secondary education,1,unmarried,4,M,employee,1,65338.610931677,housing,20-30,deudor,sin hijos,27000+,real estate,1
0,48.0,50,secondary education,1,widow / widower,2,F,partner,1,85590.37669995472,second-hand car purchase,50-60,deudor,sin hijos,27000+,car,1
0,10.0,30,secondary education,1,unmarried,4,M,partner,1,129237.22044446452,to get asupplementary education,30-40,deudor,sin hijos,27000+,education,1
2,131.0,36,secondary education,1,married,0,M,employee,1,290139.3375658569,to buy a car,30-40,deudor,con hijos,27000+,car,1
0,4.0,28,masters degree,0,married,0,M,employee,1,132123.40530405205,property,20-30,deudor,sin hijos,27000+,real estate,1
0,9.0,22,bachelor degree,2,unmarried,4,F,civil servant,1,50962.67883704928,purchase of the house,20-30,deudor,sin hijos,27000+,real estate,1
0,13.0,34,secondary education,1,married,0,M,employee,1,167442.36135528097,car,30-40,deudor,sin hijos,27000+,car,1
1,17.0,37,secondary education,1,civil partnership,1,F,employee,1,408147.75842638745,purchase of the house for my family,30-40,deudor,con hijos,27000+,real estate,1
1,142.0,37,secondary education,1,married,0,M,civil servant,1,137841.74122394295,car,30-40,deudor,con hijos,27000+,car,1
0,3.0,29,secondary education,1,married,0,M,civil servant,1,209908.72423068152,purchase of the house for my family,20-30,deudor,sin hijos,27000+,real estate,1
0,130.0,52,bachelor degree,2,married,0,M,employee,1,79087.69129190147,building a real estate,50-60,deudor,sin hijos,27000+,real estate,1
0,100.0,46,secondary education,1,married,0,F,employee,1,135244.6841219018,buying my own car,40-50,deudor,sin hijos,27000+,car,1
2,203.0,31,secondary education,1,married,0,F,employee,1,81296.35452050317,purchase of my own house,30-40,deudor,con hijos,27000+,real estate,1
2,54.0,35,secondary education,1,married,0,F,employee,1,89433.93217099426,building a real estate,30-40,deudor,con hijos,27000+,real estate,1
1,49.0,29,secondary education,1,married,0,F,employee,1,80597.62803658171,getting an education,20-30,deudor,con hijos,27000+,education,1
0,20.0,44,secondary education,1,married,0,F,employee,1,97454.81598462758,buying property for renting out,40-50,deudor,sin hijos,27000+,real estate,1
0,394.0,43,secondary education,1,civil partnership,1,F,civil servant,1,161440.09653555046,to own a car,40-50,deudor,sin hijos,27000+,car,1
0,238.0,49,secondary education,1,civil partnership,1,F,partner,1,198618.6182235737,to have a wedding,40-50,deudor,sin hijos,27000+,wedding,1
1,73.0,34,secondary education,1,married,0,M,civil servant,1,410236.5520379545,profile education,30-40,deudor,con hijos,27000+,education,1
1,139.0,41,secondary education,1,married,0,M,employee,1,229994.7410083738,buy commercial real estate,40-50,deudor,con hijos,27000+,real estate,1
0,25.0,36,bachelor degree,2,married,0,F,employee,1,267587.837717576,to own a car,30-40,deudor,sin hijos,27000+,car,1
0,50.0,47,secondary education,1,married,0,M,employee,1,114489.99127853506,buying my own car,40-50,deudor,sin hijos,27000+,car,1
2,182.0,35,secondary education,1,married,0,F,civil servant,1,173792.25875467973,profile education,30-40,deudor,con hijos,27000+,education,1
0,16469.0,54,secondary education,1,civil partnership,1,M,retiree,1,89844.11448020098,building a property,50-60,deudor,sin hijos,27000+,real estate,1
0,10.0,24,secondary education,1,married,0,F,partner,1,104907.07506352192,getting higher education,20-30,deudor,sin hijos,27000+,education,1
0,66.0,28,secondary education,1,unmarried,4,M,employee,1,246133.0907379589,car purchase,20-30,deudor,sin hijos,27000+,car,1
1,131.0,38,secondary education,1,divorced,3,M,employee,1,197382.59824164133,to own a car,30-40,deudor,con hijos,27000+,car,1
1,20.0,26,masters degree,0,married,0,F,employee,1,138972.70323782336,buying a second-hand car,20-30,deudor,con hijos,27000+,car,1
3,20.0,32,bachelor degree,2,civil partnership,1,F,employee,1,263633.0612729816,to own a car,30-40,deudor,con hijos,27000+,car,1
0,20.0,38,secondary education,1,married,0,M,employee,1,127691.84872995724,buy residential real estate,30-40,deudor,sin hijos,27000+,real estate,1
1,36.0,26,secondary education,1,civil partnership,1,F,employee,1,90264.98031544118,wedding ceremony,20-30,deudor,con hijos,27000+,wedding,1
