children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose,age_range,debt_name,children_range,income_range,purpose_classified,creditworthy
2,22.0,44,secondary education,1,civil partnership,1,F,partner,0,286064.7490868269,having a wedding,40-50,no deudor,con hijos,27000+,wedding,0
2,101.0,38,secondary education,1,married,0,F,partner,0,173459.15713378033,real estate transactions,30-40,no deudor,con hijos,27000+,real estate,0
0,271.0,60,secondary education,1,widow / widower,2,F,employee,0,174995.74126676988,buy commercial real estate,60+,no deudor,sin hijos,27000+,real estate,0
1,41.0,30,secondary education,1,married,0,F,employee,0,146058.96465806314,to own a car,30-40,no deudor,con hijos,27000+,car,0
0,15.0,23,masters degree,0,unmarried,4,F,employee,0,75298.54053273736,buy real estate,20-30,no deudor,sin hijos,27000+,real estate,0
0,68.0,29,masters degree,0,civil partnership,1,F,employee,0,284058.989686358,having a wedding,20-30,no deudor,sin hijos,27000+,wedding,0
1,108.0,35,secondary education,1,married,0,F,partner,0,188965.2564907996,property,30-40,no deudor,con hijos,27000+,real estate,0
1,48.0,48,secondary education,1,married,0,F,civil servant,0,112964.87784486506,housing,40-50,no deudor,con hijos,27000+,real estate,0
0,29.0,25,masters degree,0,unmarried,4,F,employee,0,155589.62518551905,buying property for renting out,20-30,no deudor,sin hijos,27000+,real estate,0
1,6.0,58,secondary education,1,widow / widower,2,F,employee,0,52461.006385709385,property,50-60,no deudor,con hijos,27000+,real estate,0
0,63.0,33,secondary education,1,unmarried,4,F,partner,0,91936.00561943406,purchase of my own house,30-40,no deudor,sin hijos,27000+,real estate,0
0,264.0,55,secondary education,1,married,0,M,employee,0,401217.1448340148,university education,50-60,no deudor,sin hijos,27000+,education,0
0,238.0,53,bachelor degree,2,married,0,M,employee,0,308173.233259667,transactions with my real estate,50-60,no deudor,sin hijos,27000+,real estate,0
0,141.0,61,secondary education,1,widow / widower,2,F,partner,1,186495.92978810504,car purchase,60+,deudor,sin hijos,27000+,car,1
1,125.0,38,masters degree,0,unmarried,4,F,employee,0,86629.23737635795,cars,30-40,no deudor,con hijos,27000+,car,0
0,151.0,43,secondary education,1,civil partnership,1,F,civil servant,0,291461.3215850755,to own a car,40-50,no deudor,sin hijos,27000+,car,0
0,49.0,29,secondary education,1,married,0,F,employee,0,210258.23594580832,building a property,20-30,no deudor,sin hijos,27000+,real estate,0
1,14407.0,42,secondary education,1,married,0,M,retiree,0,98911.92553514904,real estate transactions,40-50,no deudor,con hijos,27000+,real estate,0
0,129.0,35,secondary education,1,married,0,F,civil servant,0,85545.65459821298,cars,30-40,no deudor,sin hijos,27000+,car,0
2,71.0,37,secondary education,1,married,0,F,partner,0,269899.1252053859,real estate transactions,30-40,no deudor,con hijos,27000+,real estate,0
1,54.0,30,masters degree,0,married,0,F,employee,0,109199.79510564258,transactions with my real estate,30-40,no deudor,con hijos,27000+,real estate,0
0,47.0,51,secondary education,1,married,0,F,employee,0,191998.7309626852,supplementary education,50-60,no deudor,sin hijos,27000+,education,0
0,14.0,29,masters degree,0,civil partnership,1,M,partner,0,182443.2985206133,housing transactions,20-30,no deudor,sin hijos,27000+,real estate,0
1,42.0,34,masters degree,0,married,0,F,employee,0,75652.49284840582,car purchase,30-40,no deudor,con hijos,27000+,car,0
0,16.0,31,secondary education,1,civil partnership,1,M,employee,1,113004.42328610463,purchase of a car,30-40,deudor,sin hijos,27000+,car,1
1,63.0,37,secondary education,1,married,0,F,employee,0,47766.39152492994,education,30-40,no deudor,con hijos,27000+,education,0
0,38.0,36,secondary education,1,unmarried,4,F,employee,0,66043.91183869315,building a property,30-40,no deudor,sin hijos,27000+,real estate,0
1,158.0,61,secondary education,1,divorced,3,F,employee,0,121194.96890937006,building a real estate,60+,no deudor,con hijos,27000+,real estate,0
1,42.0,27,secondary education,1,married,0,M,employee,0,107798.17261895772,supplementary education,20-30,no deudor,con hijos,27000+,education,0
1,68.0,34,masters degree,0,married,0,F,partner,0,168916.1024613417,purchase of the house,30-40,no deudor,con hijos,27000+,real estate,0
0,21.0,52,primary education,3,married,0,F,employee,0,193085.9880815585,second-hand car purchase,50-60,no deudor,sin hijos,27000+,car,0
0,106.0,41,secondary education,1,civil partnership,1,M,employee,0,174278.93978272454,having a wedding,40-50,no deudor,sin hijos,27000+,wedding,0
0,15390.0,57,secondary education,1,married,0,F,retiree,0,96180.00897633626,building a property,50-60,no deudor,sin hijos,27000+,real estate,0
1,5.0,51,masters degree,0,married,0,M,employee,0,182292.2007071657,purchase of the house for my family,50-60,no deudor,con hijos,27000+,real estate,0
0,16482.0,67,secondary education,1,married,0,M,retiree,0,326904.132797344,real estate transactions,60+,no deudor,sin hijos,27000+,real estate,0
0,162.0,39,secondary education,1,married,0,F,civil servant,0,34355.21078469274,buy commercial real estate,30-40,no deudor,sin hijos,27000+,real estate,0
0,14493.0,53,secondary education,1,civil partnership,1,F,retiree,0,58106.03617426997,cars,50-60,no deudor,sin hijos,27000+,car,0
0,5.0,45,secondary education,1,unmarried,4,F,employee,0,194445.48864002596,building a real estate,40-50,no deudor,sin hijos,27000+,real estate,0
2,63.0,33,primary education,3,married,0,F,partner,0,260288.2094344737,building a real estate,30-40,no deudor,con hijos,27000+,real estate,0
0,44.0,37,bachelor degree,2,unmarried,4,M,employee,0,181638.31145152755,transactions with the residential real estate,30-40,no deudor,sin hijos,27000+,real estate,0
0,110.0,49,secondary education,1,married,0,F,employee,0,48734.45879885573,buy commercial real estate,40-50,no deudor,sin hijos,27000+,real estate,0
0,42.0,45,masters degree,0,married,0,M,employee,0,154485.55505683395,housing transactions,40-50,no deudor,sin hijos,27000+,real estate,0
1,86.0,27,secondary education,1,married,0,M,employee,0,230483.368875051,purchase of the house for my family,20-30,no deudor,con hijos,27000+,real estate,0
1,13.0,32,masters degree,0,unmarried,4,M,partner,0,133338.13136981855,second-hand car purchase,30-40,no deudor,con hijos,27000+,car,0
1,15306.0,65,masters degree,0,unmarried,4,F,retiree,0,117721.02946243103,buy real estate,60+,no deudor,con hijos,27000+,real estate,0
1,84.0,50,secondary education,1,married,0,F,employee,0,142962.49626741864,supplementary education,50-60,no deudor,con hijos,27000+,education,0
0,96.0,42,secondary education,1,unmarried,4,F,employee,1,231782.5480298195,education,40-50,deudor,sin hijos,27000+,education,1
1,383.0,43,secondary education,1,divorced,3,F,employee,0,146954.34075404366,real estate transactions,40-50,no deudor,con hijos,27000+,real estate,0
1,270.0,38,masters degree,0,civil partnership,1,F,employee,0,177527.43838289066,to have a wedding,30-40,no deudor,con hijos,27000+,wedding,0
1,62.0,52,secondary education,1,married,0,F,employee,0,113183.81747725717,buy commercial real estate,50-60,no deudor,con hijos,27000+,real estate,0
0,9.0,30,masters degree,0,unmarried,4,F,employee,0,157648.97801677827,to own a car,30-40,no deudor,sin hijos,27000+,car,0
0,138.0,51,secondary education,1,married,0,F,partner,0,209074.4612715624,buying my own car,50-60,no deudor,sin hijos,27000+,car,0
1,89.0,27,masters degree,0,civil partnership,1,F,partner,0,204281.9791596853,having a wedding,20-30,no deudor,con hijos,27000+,wedding,0
0,25.0,40,secondary education,1,married,0,F,partner,0,162347.1917430693,real estate transactions,40-50,no deudor,sin hijos,27000+,real estate,0
0,16522.0,64,secondary education,1,civil partnership,1,F,retiree,0,115363.0096500932,buy commercial real estate,60+,no deudor,sin hijos,27000+,real estate,0
0,15990.0,63,secondary education,1,civil partnership,1,F,retiree,0,97376.347430817,wedding ceremony,60+,no deudor,sin hijos,27000+,wedding,0
1,64.0,31,secondary education,1,married,0,M,employee,0,202657.52866595352,purchase of the house,30-40,no deudor,con hijos,27000+,real estate,0
0,37.0,19,bachelor degree,2,unmarried,4,M,employee,0,91098.23314868302,buying property for renting out,10-20,no deudor,sin hijos,27000+,real estate,0
0,13968.0,50,secondary education,1,unmarried,4,F,retiree,0,427222.9880093033,property renovation,50-60,no deudor,sin hijos,27000+,real estate,0
2,26.0,30,secondary education,1,married,0,F,partner,0,254000.0178985457,housing transactions,30-40,no deudor,con hijos,27000+,real estate,0
1,122.0,52,bachelor degree,2,civil partnership,1,F,employee,1,200065.1946371924,transactions with my real estate,50-60,deudor,con hijos,27000+,real estate,1
0,242.0,48,secondary education,1,married,0,F,partner,0,81548.8871503721,supplementary education,40-50,no deudor,sin hijos,27000+,education,0
0,16.0,25,secondary education,1,civil partnership,1,M,employee,0,188288.9833449993,wedding ceremony,20-30,no deudor,sin hijos,27000+,wedding,0
1,142.0,44,secondary education,1,married,0,F,employee,0,87860.3161084124,building a property,40-50,no deudor,con hijos,27000+,real estate,0
1,98.0,47,secondary education,1,married,0,F,employee,0,153097.94423296532,transactions with my real estate,40-50,no deudor,con hijos,27000+,real estate,0
0,112.0,37,masters degree,0,married,0,M,partner,0,230612.8986256364,purchase of the house,30-40,no deudor,sin hijos,27000+,real estate,0
0,12.0,26,masters degree,0,divorced,3,F,civil servant,0,113559.56168242217,getting higher education,20-30,no deudor,sin hijos,27000+,education,0
1,235.0,40,masters degree,0,civil partnership,1,F,civil servant,0,177961.1788836428,getting higher education,40-50,no deudor,con hijos,27000+,education,0
0,15963.0,60,secondary education,1,married,0,F,retiree,0,90649.63778660248,purchase of a car,60+,no deudor,sin hijos,27000+,car,0
1,213.0,52,secondary education,1,unmarried,4,M,employee,1,158156.2162812539,transactions with my real estate,50-60,deudor,con hijos,27000+,real estate,1
0,75.0,40,secondary education,1,married,0,F,employee,0,66181.11913727479,buying a second-hand car,40-50,no deudor,sin hijos,27000+,car,0
0,22.0,27,secondary education,1,unmarried,4,M,employee,0,145229.18150840086,to buy a car,20-30,no deudor,sin hijos,27000+,car,0
0,207.0,34,secondary education,1,unmarried,4,F,employee,0,104845.59683357282,building a real estate,30-40,no deudor,sin hijos,27000+,real estate,0
0,628.0,55,secondary education,1,married,0,F,civil servant,0,178761.37341252578,housing transactions,50-60,no deudor,sin hijos,27000+,real estate,0
2,145.0,35,secondary education,1,married,0,F,employee,0,81400.65221906878,transactions with my real estate,30-40,no deudor,con hijos,27000+,real estate,0
1,203.0,42,secondary education,1,married,0,F,employee,0,130615.6105972368,to get asupplementary education,40-50,no deudor,con hijos,27000+,education,0
1,26.0,32,masters degree,0,unmarried,4,F,partner,0,209323.77414133665,cars,30-40,no deudor,con hijos,27000+,car,0
0,125.0,53,secondary education,1,married,0,F,partner,0,145407.4636876067,education,50-60,no deudor,sin hijos,27000+,education,0
0,82.0,43,secondary education,1,married,0,M,employee,0,125391.06211075494,property,40-50,no deudor,sin hijos,27000+,real estate,0
1,114.0,38,primary education,3,divorced,3,M,employee,0,66957.67877929108,profile education,30-40,no deudor,con hijos,27000+,education,0
1,26.0,36,secondary education,1,married,0,F,partner,0,133901.45039782778,car,30-40,no deudor,con hijos,27000+,car,0
2,15068.0,59,masters degree,0,married,0,F,retiree,1,184190.79367219144,getting an education,50-60,deudor,con hijos,27000+,education,1
0,16260.0,64,secondary education,1,married,0,F,retiree,0,157805.3190814309,to become educated,60+,no deudor,sin hijos,27000+,education,0
0,107.0,42,masters degree,0,married,0,F,partner,0,122142.85743913653,housing transactions,40-50,no deudor,sin hijos,27000+,real estate,0
0,357.0,42,secondary education,1,unmarried,4,M,employee,1,340546.26613625605,transactions with the residential real estate,40-50,deudor,sin hijos,27000+,real estate,1
0,18.0,54,secondary education,1,married,0,F,employee,0,88951.44069056201,property,50-60,no deudor,sin hijos,27000+,real estate,0
0,6.0,58,secondary education,1,married,0,M,employee,1,65172.9119403032,building a real estate,50-60,deudor,sin hijos,27000+,real estate,1
0,129.0,29,secondary education,1,civil partnership,1,F,employee,0,73545.01499145843,having a wedding,20-30,no deudor,sin hijos,27000+,wedding,0
1,88.0,37,masters degree,0,unmarried,4,M,employee,0,247506.46008901135,buy real estate,30-40,no deudor,con hijos,27000+,real estate,0
1,14.0,28,secondary education,1,unmarried,4,M,employee,0,158023.45185144697,transactions with the residential real estate,20-30,no deudor,con hijos,27000+,real estate,0
0,79.0,53,masters degree,0,married,0,F,partner,0,295660.55732001923,buying my own car,50-60,no deudor,sin hijos,27000+,car,0
0,46.0,50,masters degree,0,married,0,F,employee,0,169438.17608142467,buy residential real estate,50-60,no deudor,sin hijos,27000+,real estate,0
2,21.0,36,secondary education,1,married,0,F,employee,1,164747.94752713226,transactions with the residential real estate,30-40,deudor,con hijos,27000+,real estate,1
1,88.0,28,masters degree,0,married,0,F,partner,0,274390.4081944291,construction of own property,20-30,no deudor,con hijos,27000+,real estate,0
1,37.0,32,secondary education,1,married,0,F,employee,0,84413.1872404177,to get asupplementary education,30-40,no deudor,con hijos,27000+,education,0
0,103.0,29,masters degree,0,married,0,F,civil servant,0,46176.41269060318,buying property for renting out,20-30,no deudor,sin hijos,27000+,real estate,0
2,51.0,28,masters degree,0,married,0,F,employee,0,179624.4754635864,buy real estate,20-30,no deudor,con hijos,27000+,real estate,0
0,146.0,37,masters degree,0,married,0,F,employee,0,160407.14917099196,real estate transactions,30-40,no deudor,sin hijos,27000+,real estate,0
0,86.0,53,bachelor degree,2,married,0,F,employee,0,120063.65413297233,building a property,50-60,no deudor,sin hijos,27000+,real estate,0
0,15883.0,58,secondary education,1,married,0,F,retiree,0,220571.82200722623,buy real estate,50-60,no deudor,sin hijos,27000+,real estate,0
0,90.0,54,secondary education,1,married,0,F,employee,0,102934.77273885852,construction of own property,50-60,no deudor,sin hijos,27000+,real estate,0
0,39.0,53,secondary education,1,widow / widower,2,F,employee,0,100712.4033642355,construction of own property,50-60,no deudor,sin hijos,27000+,real estate,0
0,44.0,56,secondary education,1,civil partnership,1,F,employee,0,311114.77250175923,car purchase,50-60,no deudor,sin hijos,27000+,car,0
1,194.0,41,secondary education,1,married,0,M,employee,0,310903.71771642467,buy real estate,40-50,no deudor,con hijos,27000+,real estate,0
0,14574.0,61,secondary education,1,married,0,F,retiree,0,209765.44771785915,car purchase,60+,no deudor,sin hijos,27000+,car,0
1,15.0,22,masters degree,0,married,0,F,employee,0,60528.580682239386,getting higher education,20-30,no deudor,con hijos,27000+,education,0
1,101.0,27,secondary education,1,civil partnership,1,F,partner,0,110764.17266116384,having a wedding,20-30,no deudor,con hijos,27000+,wedding,0
0,92.0,28,secondary education,1,married,0,F,partner,0,114154.93237881412,supplementary education,20-30,no deudor,sin hijos,27000+,education,0
0,24.0,30,secondary education,1,divorced,3,F,partner,0,261396.34457157715,cars,30-40,no deudor,sin hijos,27000+,car,0
2,182.0,29,secondary education,1,married,0,M,employee,0,112320.87536695524,getting higher education,20-30,no deudor,con hijos,27000+,education,0
0,498.0,58,masters degree,0,married,0,M,employee,0,156095.77949817036,transactions with the residential real estate,50-60,no deudor,sin hijos,27000+,real estate,0
0,14721.0,59,secondary education,1,unmarried,4,F,retiree,0,96764.32984769523,transactions with the residential real estate,50-60,no deudor,sin hijos,27000+,real estate,0
1,17.0,41,masters degree,0,married,0,F,employee,0,374048.7109363352,going to university,40-50,no deudor,con hijos,27000+,education,0
1,196.0,36,secondary education,1,married,0,F,employee,0,122689.305003347,supplementary education,30-40,no deudor,con hijos,27000+,education,0
2,70.0,39,secondary education,1,married,0,M,employee,0,106070.8762840482,profile education,30-40,no deudor,con hijos,27000+,education,0
1,16.0,57,secondary education,1,divorced,3,F,employee,1,137342.865455254,buying a second-hand car,50-60,deudor,con hijos,27000+,car,1
1,94.0,42,secondary education,1,married,0,F,employee,0,63929.29000699493,car purchase,40-50,no deudor,con hijos,27000+,car,0
2,25.0,27,secondary education,1,married,0,F,employee,0,96608.39730173531,building a real estate,20-30,no deudor,con hijos,27000+,real estate,0
0,16267.0,67,masters degree,0,widow / widower,2,F,retiree,0,128092.64469672291,buying property for renting out,60+,no deudor,sin hijos,27000+,real estate,0
1,15289.0,55,secondary education,1,married,0,M,retiree,0,217905.1726388625,university education,50-60,no deudor,con hijos,27000+,education,0
0,22.0,62,secondary education,1,married,0,F,employee,0,131847.50977752096,getting an education,60+,no deudor,sin hijos,27000+,education,0
1,14626.0,55,secondary education,1,married,0,F,retiree,0,79314.35372387076,car,50-60,no deudor,con hijos,27000+,car,0
0,14426.0,67,primary education,3,unmarried,4,F,retiree,0,173130.49832077668,going to university,60+,no deudor,sin hijos,27000+,education,0
0,86.0,29,secondary education,1,unmarried,4,M,employee,0,194015.2986964557,profile education,20-30,no deudor,sin hijos,27000+,education,0
0,15574.0,55,secondary education,1,unmarried,4,F,retiree,0,54430.60221580074,supplementary education,50-60,no deudor,sin hijos,27000+,education,0
0,58.0,48,secondary education,1,unmarried,4,F,employee,0,176150.96688070774,buying a second-hand car,40-50,no deudor,sin hijos,27000+,car,0
1,26.0,28,secondary education,1,divorced,3,M,partner,0,202497.14747098176,transactions with the residential real estate,20-30,no deudor,con hijos,27000+,real estate,0
0,13737.0,54,secondary education,1,married,0,M,retiree,0,115413.40698750102,purchase of a car,50-60,no deudor,sin hijos,27000+,car,0
1,52.0,26,secondary education,1,married,0,F,civil servant,0,48629.86411606132,purchase of a car,20-30,no deudor,con hijos,27000+,car,0
1,125.0,37,secondary education,1,married,0,F,employee,0,120580.37159555654,car purchase,30-40,no deudor,con hijos,27000+,car,0
1,40.0,28,secondary education,1,unmarried,4,M,employee,0,139898.2324735809,buy residential real estate,20-30,no deudor,con hijos,27000+,real estate,0
1,110.0,31,bachelor degree,2,married,0,M,civil servant,0,187335.4025008211,housing transactions,30-40,no deudor,con hijos,27000+,real estate,0
0,15088.0,65,secondary education,1,married,0,F,retiree,0,82137.73457366436,buying a second-hand car,60+,no deudor,sin hijos,27000+,car,0
0,15176.0,57,secondary education,1,married,0,F,retiree,0,92312.26016460788,buy residential real estate,50-60,no deudor,sin hijos,27000+,real estate,0
1,4.0,35,secondary education,1,married,0,F,employee,0,245172.8971950128,cars,30-40,no deudor,con hijos,27000+,car,0
1,49.0,35,secondary education,1,married,0,F,employee,0,116666.85993456728,transactions with my real estate,30-40,no deudor,con hijos,27000+,real estate,0
0,14027.0,60,secondary education,1,divorced,3,F,retiree,0,169886.32914614532,real estate transactions,60+,no deudor,sin hijos,27000+,real estate,0
1,99.0,39,masters degree,0,married,0,F,employee,0,248665.6955238052,buy real estate,30-40,no deudor,con hijos,27000+,real estate,0
0,74.0,34,secondary education,1,unmarried,4,M,employee,0,212301.31026084864,going to university,30-40,no deudor,sin hijos,27000+,education,0
0,56.0,48,secondary education,1,married,0,F,partner,0,143901.2672542668,to own a car,40-50,no deudor,sin hijos,27000+,car,0
0,10.0,26,masters degree,0,civil partnership,1,M,civil servant,0,298362.23342344986,having a wedding,20-30,no deudor,sin hijos,27000+,wedding,0
1,149.0,34,secondary education,1,married,0,F,employee,0,113758.44313219305,buying property for renting out,30-40,no deudor,con hijos,27000+,real estate,0
2,30.0,43,secondary education,1,married,0,M,employee,0,166746.43378442398,to own a car,40-50,no deudor,con hijos,27000+,car,0
0,13.0,33,secondary education,1,married,0,M,employee,0,279931.6287932137,going to university,30-40,no deudor,sin hijos,27000+,education,0
3,83.0,33,secondary education,1,civil partnership,1,F,employee,1,145268.03726534903,to get asupplementary education,30-40,deudor,con hijos,27000+,education,1
0,194.0,51,secondary education,1,unmarried,4,F,employee,0,84398.7738819446,buy residential real estate,50-60,no deudor,sin hijos,27000+,real estate,0
1,240.0,54,secondary education,1,married,0,M,partner,0,337651.7666347412,housing transactions,50-60,no deudor,con hijos,27000+,real estate,0
0,24.0,35,secondary education,1,married,0,M,partner,0,163502.67456178696,purchase of my own house,30-40,no deudor,sin hijos,27000+,real estate,0
0,199.0,44,masters degree,0,married,0,M,employee,1,182006.99235180693,property,40-50,deudor,sin hijos,27000+,real estate,1
1,18.0,26,masters degree,0,civil partnership,1,F,employee,0,182438.34135997968,education,20-30,no deudor,con hijos,27000+,education,0
1,32.0,47,masters degree,0,married,0,M,partner,0,198266.10978487448,building a property,40-50,no deudor,con hijos,27000+,real estate,0
0,12.0,25,masters degree,0,unmarried,4,M,employee,0,106869.93382914476,buy commercial real estate,20-30,no deudor,sin hijos,27000+,real estate,0
0,114.0,34,secondary education,1,married,0,F,employee,0,176790.96691210446,profile education,30-40,no deudor,sin hijos,27000+,education,0
1,103.0,26,secondary education,1,unmarried,4,F,partner,0,63029.51115338662,car purchase,20-30,no deudor,con hijos,27000+,car,0
0,91.0,24,bachelor degree,2,civil partnership,1,F,partner,0,119537.3586296007,to have a wedding,20-30,no deudor,sin hijos,27000+,wedding,0
0,118.0,30,secondary education,1,married,0,F,employee,0,114023.16172925984,real estate transactions,30-40,no deudor,sin hijos,27000+,real estate,0
1,36.0,38,secondary education,1,civil partnership,1,F,employee,0,92170.8460996128,building a real estate,30-40,no deudor,con hijos,27000+,real estate,0
0,15541.0,64,secondary education,1,married,0,F,retiree,0,60973.204878558114,getting an education,60+,no deudor,sin hijos,27000+,education,0
0,22.0,51,bachelor degree,2,married,0,F,employee,0,60324.94413773384,transactions with my real estate,50-60,no deudor,sin hijos,27000+,real estate,0
2,22.0,52,secondary education,1,married,0,M,employee,0,94076.8330233448,building a real estate,50-60,no deudor,con hijos,27000+,real estate,0
0,196.0,43,masters degree,0,married,0,F,partner,0,560505.306532362,car,40-50,no deudor,sin hijos,27000+,car,0
2,29.0,46,secondary education,1,married,0,M,employee,0,163457.35394125938,purchase of the house,40-50,no deudor,con hijos,27000+,real estate,0
1,14.0,20,bachelor degree,2,married,0,F,partner,0,86565.4232909473,to get asupplementary education,20-30,no deudor,con hijos,27000+,education,0
0,79.0,47,masters degree,0,married,0,M,partner,1,105663.59831239397,buying property for renting out,40-50,deudor,sin hijos,27000+,real estate,1
2,82.0,36,secondary education,1,civil partnership,1,F,employee,0,111530.36111298724,buying my own car,30-40,no deudor,con hijos,27000+,car,0
1,25.0,40,masters degree,0,civil partnership,1,F,partner,0,76249.10128617738,profile education,40-50,no deudor,con hijos,27000+,education,0
0,30.0,28,secondary education,1,civil partnership,1,M,civil servant,1,73333.8998450296,wedding ceremony,20-30,deudor,sin hijos,27000+,wedding,1
0,32.0,44,masters degree,0,married,0,F,employee,0,256467.30952157,university education,40-50,no deudor,sin hijos,27000+,education,0
0,47.0,61,secondary education,1,married,0,M,employee,0,165863.52344522017,to buy a car,60+,no deudor,sin hijos,27000+,car,0
0,68.0,56,masters degree,0,married,0,M,civil servant,0,417587.9754390428,purchase of the house for my family,50-60,no deudor,sin hijos,27000+,real estate,0
0,14924.0,53,secondary education,1,civil partnership,1,F,retiree,0,514055.33762844966,having a wedding,50-60,no deudor,sin hijos,27000+,wedding,0
1,14833.0,69,secondary education,1,civil partnership,1,F,retiree,0,121909.4908562486,having a wedding,60+,no deudor,con hijos,27000+,wedding,0
0,381.0,53,secondary education,1,civil partnership,1,M,employee,0,95205.16081431536,cars,50-60,no deudor,sin hijos,27000+,car,0
1,141.0,33,masters degree,0,married,0,M,partner,0,398613.2794894294,purchase of the house for my family,30-40,no deudor,con hijos,27000+,real estate,0
0,56.0,29,secondary education,1,married,0,F,partner,1,146957.99330792937,housing,20-30,deudor,sin hijos,27000+,real estate,1
0,205.0,45,secondary education,1,widow / widower,2,F,employee,0,129108.11886473963,construction of own property,40-50,no deudor,sin hijos,27000+,real estate,0
0,4.0,54,masters degree,0,civil partnership,1,F,employee,0,221178.5411660605,buying property for renting out,50-60,no deudor,sin hijos,27000+,real estate,0
1,44.0,37,secondary education,1,civil partnership,1,F,employee,0,91783.51111171608,purchase of my own house,30-40,no deudor,con hijos,27000+,real estate,0
1,82.0,54,secondary education,1,unmarried,4,F,partner,0,67300.263876279,property renovation,50-60,no deudor,con hijos,27000+,real estate,0
2,10.0,25,secondary education,1,married,0,M,employee,0,98640.35891287976,to get asupplementary education,20-30,no deudor,con hijos,27000+,education,0
1,235.0,37,secondary education,1,married,0,M,employee,0,161393.7531576,property renovation,30-40,no deudor,con hijos,27000+,real estate,0
0,24.0,36,secondary education,1,married,0,F,employee,0,179829.570793145,purchase of a car,30-40,no deudor,sin hijos,27000+,car,0
2,10.0,29,masters degree,0,civil partnership,1,F,employee,0,116005.77540882787,having a wedding,20-30,no deudor,con hijos,27000+,wedding,0
2,37.0,30,secondary education,1,divorced,3,M,employee,0,263391.934708441,buy residential real estate,30-40,no deudor,con hijos,27000+,real estate,0
0,14581.0,60,secondary education,1,married,0,F,retiree,0,45452.471394878914,real estate transactions,60+,no deudor,sin hijos,27000+,real estate,0
0,526.0,67,secondary education,1,widow / widower,2,F,employee,0,88914.66387687836,car,60+,no deudor,sin hijos,27000+,car,0
1,104.0,35,masters degree,0,unmarried,4,M,partner,0,424482.9878390731,construction of own property,30-40,no deudor,con hijos,27000+,real estate,0
1,5.0,29,masters degree,0,married,0,M,partner,0,79361.23906277049,supplementary education,20-30,no deudor,con hijos,27000+,education,0
0,16301.0,61,secondary education,1,unmarried,4,F,retiree,0,47497.244727000965,purchase of the house for my family,60+,no deudor,sin hijos,27000+,real estate,0
0,550.0,47,secondary education,1,married,0,F,employee,0,144845.87536138925,buy real estate,40-50,no deudor,sin hijos,27000+,real estate,0
0,98.0,59,secondary education,1,married,0,M,employee,0,165470.86660030435,getting an education,50-60,no deudor,sin hijos,27000+,education,0
0,63.0,42,secondary education,1,married,0,M,employee,0,317809.2407427468,construction of own property,40-50,no deudor,sin hijos,27000+,real estate,0
0,185.0,36,masters degree,0,married,0,F,partner,0,235908.1434032017,to get asupplementary education,30-40,no deudor,sin hijos,27000+,education,0
0,32.0,52,secondary education,1,married,0,F,employee,0,139317.5425044525,purchase of my own house,50-60,no deudor,sin hijos,27000+,real estate,0
0,7.0,34,masters degree,0,civil partnership,1,F,partner,0,145727.9284933761,transactions with the residential real estate,30-40,no deudor,sin hijos,27000+,real estate,0
0,15057.0,59,secondary education,1,married,0,F,retiree,0,40940.19996410648,housing transactions,50-60,no deudor,sin hijos,27000+,real estate,0
0,24.0,50,secondary education,1,widow / widower,2,F,employee,0,133024.40927527827,getting higher education,50-60,no deudor,sin hijos,27000+,education,0
0,16730.0,57,secondary education,1,widow / widower,2,F,retiree,0,143342.77845767507,car purchase,50-60,no deudor,sin hijos,27000+,car,0
0,16579.0,33,secondary education,1,civil partnership,1,M,retiree,0,94270.04976935378,having a wedding,30-40,no deudor,sin hijos,27000+,wedding,0
1,55.0,29,secondary education,1,unmarried,4,M,employee,0,344021.1613373407,housing transactions,20-30,no deudor,con hijos,27000+,real estate,0
0,83.0,48,secondary education,1,married,0,M,employee,0,112154.88731487896,housing,40-50,no deudor,sin hijos,27000+,real estate,0
0,33.0,46,masters degree,0,widow / widower,2,F,employee,0,290769.0055484014,profile education,40-50,no deudor,sin hijos,27000+,education,0
0,14126.0,66,masters degree,0,married,0,F,retiree,0,132524.4705259119,car purchase,60+,no deudor,sin hijos,27000+,car,0
0,511.0,58,secondary education,1,married,0,M,employee,0,320929.4310602052,purchase of the house,50-60,no deudor,sin hijos,27000+,real estate,0
0,13860.0,61,secondary education,1,married,0,M,retiree,0,99083.29720279064,getting higher education,60+,no deudor,sin hijos,27000+,education,0
0,128.0,33,masters degree,0,married,0,M,partner,0,337016.56931656005,to become educated,30-40,no deudor,sin hijos,27000+,education,0
0,16349.0,57,secondary education,1,civil partnership,1,F,retiree,0,154682.0530794489,to have a wedding,50-60,no deudor,sin hijos,27000+,wedding,0
2,217.0,41,bachelor degree,2,married,0,M,employee,0,527406.649464122,construction of own property,40-50,no deudor,con hijos,27000+,real estate,0
1,72.0,28,secondary education,1,civil partnership,1,F,employee,0,426799.264244645,property renovation,20-30,no deudor,con hijos,27000+,real estate,0
0,15915.0,71,secondary education,1,married,0,F,retiree,0,157408.69115026566,purchase of my own house,60+,no deudor,sin hijos,27000+,real estate,0
0,166.0,50,secondary education,1,married,0,F,partner,0,129017.20539898248,purchase of my own house,50-60,no deudor,sin hijos,27000+,real estate,0
